"","RAB.mean","GAD.mean","GAD.Total.Adj","CRA.mean","FOC.mean","IUS.mean","MAAS.mean","RiskPerception","FinancialSatisfaction","age","sex","edu","Country"
"2614",3,2.42857142857143,10,3.16666666666667,3,3.66666666666667,4,100,25,36,1,2,"Turkey"
"2615",3.66666666666667,3,14,3.5,3.83333333333333,4.66666666666667,2.4,90,46,21,1,1,"Turkey"
"2616",3.66666666666667,2.57142857142857,11,2.66666666666667,3.16666666666667,4.33333333333333,3.2,50,70,20,1,1,"Turkey"
"2617",4,1.85714285714286,6,3.83333333333333,3.33333333333333,4,3,40,0,25,1,3,"Turkey"
"2618",3,2.42857142857143,10,3.33333333333333,2.33333333333333,3.66666666666667,3.4,75,0,25,1,3,"Turkey"
"2619",3.16666666666667,1.85714285714286,6,3.33333333333333,3.83333333333333,4,3,0,0,21,1,1,"Turkey"
"2620",3.66666666666667,2,7,2.66666666666667,3.33333333333333,3,3,70,70,24,1,1,"Turkey"
"2621",4,2.28571428571429,9,1.5,3.66666666666667,4,3.6,10,20,23,1,1,"Turkey"
"2622",4,1.57142857142857,4,3.33333333333333,3.66666666666667,2.66666666666667,4.6,0,20,20,1,3,"Turkey"
"2623",2.66666666666667,1.42857142857143,3,2.16666666666667,3.66666666666667,4.33333333333333,3.2,40,100,27,1,2,"Turkey"
"2624",4,1.85714285714286,6,3.5,3,4.33333333333333,4.2,50,80,23,1,3,"Turkey"
"2625",3.83333333333333,3.28571428571429,16,3.33333333333333,3.16666666666667,4,2.8,50,65,20,2,1,"Turkey"
"2626",3.5,1.57142857142857,4,2,2.83333333333333,3.33333333333333,3.6,49.8004646360351,41,52,2,3,"Turkey"
"2627",3.83333333333333,1.85714285714286,6,3.16666666666667,3.16666666666667,4.66666666666667,3,49.8004646360351,75,66,1,2,"Turkey"
"2628",2.83333333333333,2,7,2.66666666666667,3.5,4,3,60,40,25,1,3,"Turkey"
"2629",3.5,2.42857142857143,10,3.33333333333333,4.33333333333333,4.33333333333333,5.2,10,60,20,2,1,"Turkey"
"2630",3.5,2.42857142857143,10,3.33333333333333,3.5,4,2.8,50,60,58,1,2,"Turkey"
"2631",3.16666666666667,1.71428571428571,5,2.83333333333333,2.83333333333333,4,3.4,77,81,38,2,3,"Turkey"
"2632",1.5,1.28571428571429,2,2.66666666666667,2,3,3.6,4,100,31,1,3,"Turkey"
"2633",3.83333333333333,3.14285714285714,15,3.33333333333333,2.66666666666667,5,3.2,73,70,18,2,1,"Turkey"
"2634",2.83333333333333,3.42857142857143,17,2.16666666666667,2.5,4,3.8,20,0,24,2,3,"Turkey"
"2635",3.66666666666667,2.85714285714286,13,3.33333333333333,3.66666666666667,3.66666666666667,4.4,85,40,58,1,2,"Turkey"
"2636",3.5,2,7,3.66666666666667,3.66666666666667,3.33333333333333,4,70,20,36,1,3,"Turkey"
"2637",4,1.71428571428571,5,3.33333333333333,4,2,3,40,80,22,1,1,"Turkey"
"2638",3.66666666666667,3.28571428571429,16,2.5,2.83333333333333,4.33333333333333,3.8,50,50,28,1,3,"Turkey"
"2639",3.66666666666667,1.57142857142857,4,3.33333333333333,3,4,5,50,85,22,1,1,"Turkey"
"2640",3.66666666666667,1.85714285714286,6,2.33333333333333,1,1,4.6,100,0,34,2,3,"Turkey"
"2641",3.66666666666667,2.14285714285714,8,2.66666666666667,4.66666666666667,3.33333333333333,4.2,49.8004646360351,65,24,2,3,"Turkey"
"2642",3.33333333333333,2.71428571428571,12,3.5,2.5,4,3,50,61,20,1,1,"Turkey"
"2643",3.66666666666667,2.85714285714286,13,3,2.83333333333333,4.66666666666667,2,14,50,32,1,3,"Turkey"
"2644",3.33333333333333,1.42857142857143,3,2,3.33333333333333,2.33333333333333,4,70,70,30,2,2,"Turkey"
"2645",2.83333333333333,3.71428571428571,19,3.5,3.5,4.66666666666667,3.2,100,8,27,1,3,"Turkey"
"2646",1.33333333333333,2.57142857142857,11,2.5,4.5,4.33333333333333,4.2,50,83,23,2,1,"Turkey"
"2647",3.33333333333333,1.71428571428571,5,1.66666666666667,2.66666666666667,3.33333333333333,3.6,50,100,40,1,3,"Turkey"
"2648",3.33333333333333,1.57142857142857,4,1.83333333333333,3.66666666666667,3.33333333333333,4.8,20,60,56,2,2,"Turkey"
"2649",4,1.14285714285714,1,3.5,3.83333333333333,4,4,30,80,26,2,3,"Turkey"
"2650",4,1.85714285714286,6,3.33333333333333,2.5,4,3.2,20,49,19,1,1,"Turkey"
"2651",4,2,7,3.5,4,4,3.2,70,60,38,1,2,"Turkey"
"2652",3.66666666666667,1.57142857142857,4,3.33333333333333,3.66666666666667,2.33333333333333,4.6,30,80,30,1,3,"Turkey"
"2653",4,1.85714285714286,6,3,3.33333333333333,3,3.4,50,51,25,2,1,"Turkey"
"2654",2.5,1.57142857142857,4,3.16666666666667,3.83333333333333,3.66666666666667,3,50,50,42,2,3,"Turkey"
"2655",1.83333333333333,1.14285714285714,1,1.83333333333333,2.83333333333333,2.33333333333333,4.2,50,20,45,1,2,"Turkey"
"2656",2.83333333333333,2.42857142857143,10,2.83333333333333,3.5,4,3,21,70,25,1,3,"Turkey"
"2657",4,1.42857142857143,3,2.66666666666667,3.66666666666667,4,3.8,25,15,21,1,3,"Turkey"
"2658",3.83333333333333,1.57142857142857,4,2,2.83333333333333,2.33333333333333,4.8,36,46,47,1,1,"Turkey"
"2659",3.83333333333333,1.42857142857143,3,2.16666666666667,3.66666666666667,2,3.8,51,0,29,2,3,"Turkey"
"2660",3.83333333333333,3.28571428571429,16,3,4,4.66666666666667,2.4,0,11,22,2,1,"Turkey"
"2661",4,1.57142857142857,4,1.83333333333333,4.33333333333333,2.66666666666667,4.6,0,100,39,1,3,"Turkey"
"2662",3.5,3.57142857142857,18,4,2.66666666666667,2.66666666666667,3.6,100,10,22,2,3,"Turkey"
"2663",3.33333333333333,1.85714285714286,6,2.66666666666667,2.66666666666667,3.66666666666667,3,20,80,35,2,3,"Turkey"
"2664",3.16666666666667,3,14,3.33333333333333,3.83333333333333,5,2.6,76,12,23,1,1,"Turkey"
"2665",3.83333333333333,1.71428571428571,5,2.16666666666667,3,1.66666666666667,5,20,100,28,2,3,"Turkey"
"2666",3.5,1.85714285714286,6,3.33333333333333,3.66666666666667,4.33333333333333,3.4,50,50,19,2,1,"Turkey"
"2667",4,1.85714285714286,6,3.83333333333333,3.16666666666667,3,4.4,51,50,28,1,3,"Turkey"
"2668",4,2.42857142857143,10,3.5,3.16666666666667,4.66666666666667,3.4,65,30,29,1,2,"Turkey"
"2669",4,2,7,2.83333333333333,3,4.33333333333333,3.2,55,70,22,1,1,"Turkey"
"2670",4,3.14285714285714,15,3,4.16666666666667,4,2.2,100,0,25,1,3,"Turkey"
"2671",3.83333333333333,2.42857142857143,10,2.83333333333333,3.5,3.33333333333333,3.2,40,61,54,1,3,"Turkey"
"2672",4,2,7,2.83333333333333,3,4.33333333333333,3,13,0,27,1,3,"Turkey"
"2673",1.83333333333333,2.85714285714286,13,1.66666666666667,3.16666666666667,2.66666666666667,3,60,50,18,2,1,"Turkey"
"2674",4,1.71428571428571,5,2.33333333333333,3.66666666666667,2.66666666666667,2.8,67,82,40,2,2,"Turkey"
"2675",3.33333333333333,1.85714285714286,6,2.66666666666667,3.83333333333333,3,2.8,30,74,20,1,1,"Turkey"
"2676",2.83333333333333,2.28571428571429,9,3,3.66666666666667,1.66666666666667,5.2,80,60,35,2,2,"Turkey"
"2677",3.66666666666667,1.71428571428571,5,3.5,3.83333333333333,5,2,90,85,35,1,2,"Turkey"
"2678",4,1.28571428571429,2,2,3.83333333333333,4,4.8,8,1,38,2,3,"Turkey"
"2679",2.66666666666667,2.71428571428571,12,3.5,3.83333333333333,4.33333333333333,2.4,100,19,36,1,3,"Turkey"
"2680",2.5,1.57142857142857,4,3.16666666666667,3.33333333333333,3.33333333333333,3.2,30,30,23,2,1,"Turkey"
"2681",4,3.14285714285714,15,3.66666666666667,2.83333333333333,4,3.2,30,46,24,1,3,"Turkey"
"2682",3.5,2.57142857142857,11,3,3.33333333333333,2.66666666666667,3.6,50,71,32,1,3,"Turkey"
"2683",3.83333333333333,2.14285714285714,8,3.33333333333333,3,3.66666666666667,2.4,80,19,28,1,3,"Turkey"
"2684",3.66666666666667,2.28571428571429,9,2.66666666666667,4.5,3.33333333333333,3.8,30,75,36,2,3,"Turkey"
"2685",3.66666666666667,2.28571428571429,9,3.16666666666667,3.83333333333333,3,4,36,45,33,1,1,"Turkey"
"2686",3.83333333333333,1.71428571428571,5,2.33333333333333,2.5,4,4,81,15,19,1,1,"Turkey"
"2687",3.66666666666667,2.85714285714286,13,3.5,4,4.33333333333333,3.2,80,24,28,2,1,"Turkey"
"2688",4,2.85714285714286,13,3.5,3.5,4,3,79,25,43,2,3,"Turkey"
"2689",3.33333333333333,1.85714285714286,6,2.66666666666667,3.66666666666667,3.66666666666667,4.2,50,31,25,2,1,"Turkey"
"2690",4,1.71428571428571,5,2.66666666666667,2.66666666666667,2.66666666666667,3.6,50,15,30,1,3,"Turkey"
"2691",3.83333333333333,3.85714285714286,20,4,3.16666666666667,4.66666666666667,2.8,55,13,40,2,3,"Turkey"
"2692",4,1,0,2.83333333333333,2.66666666666667,1.66666666666667,4.4,50,84,30,1,3,"Turkey"
"2693",4,2.28571428571429,9,3.5,2.16666666666667,4,3.6,80,70,27,1,3,"Turkey"
"2694",3.66666666666667,1.71428571428571,5,3,3.83333333333333,3.66666666666667,3,41,33,46,1,3,"Turkey"
"2695",3.33333333333333,1,0,2.16666666666667,3.83333333333333,3,3.8,52,79,29,2,3,"Turkey"
"2696",3.83333333333333,1.85714285714286,6,4,3.16666666666667,4.66666666666667,2.8,55,41,44,1,3,"Turkey"
"2697",3.33333333333333,2.85714285714286,13,4,4.33333333333333,4,3.8,100,12,22,1,1,"Turkey"
"2698",3.83333333333333,3.42857142857143,17,3.83333333333333,2.16666666666667,4.66666666666667,1.6,26,40,33,2,3,"Turkey"
"2699",1.16666666666667,1.71428571428571,5,3.16666666666667,4,3.33333333333333,4.8,19,85,40,2,3,"Turkey"
"2700",3.83333333333333,2.28571428571429,9,3.66666666666667,3.33333333333333,3,3.6,5,75,22,1,3,"Turkey"
"2701",2.5,1.85714285714286,6,3.33333333333333,3.66666666666667,3.66666666666667,3,53,79,32,2,3,"Turkey"
"2702",4,1.42857142857143,3,3.33333333333333,4.66666666666667,2.66666666666667,3.8,80,100,23,2,3,"Turkey"
"2703",4,1.71428571428571,5,1.66666666666667,4,2.66666666666667,4.8,49.8004646360351,49,56,1,1,"Turkey"
"2704",3.33333333333333,2.14285714285714,8,2.83333333333333,3.5,4,3.8,35,63,20,1,1,"Turkey"
"2705",2.5,1.57142857142857,4,1.33333333333333,2.66666666666667,2.66666666666667,4,50,50,34,2,3,"Turkey"
"2706",3.83333333333333,1.71428571428571,5,2.66666666666667,3.33333333333333,3.33333333333333,4.6,51,75,42,1,3,"Turkey"
"2707",4,1.42857142857143,3,2.5,3.16666666666667,3.66666666666667,3.6,20,55,58,2,2,"Turkey"
"2708",2.83333333333333,1.42857142857143,3,1.33333333333333,2.5,1.66666666666667,3.8,30,17,21,2,1,"Turkey"
"2709",3,1.85714285714286,6,2.83333333333333,3.83333333333333,3.66666666666667,3.4,25,50,42,1,3,"Turkey"
"2710",3.5,2.42857142857143,10,3.16666666666667,3,5,2.6,50,41,40,1,1,"Turkey"
"2711",4,3.57142857142857,18,3.66666666666667,4.33333333333333,5,2.4,50,40,34,1,2,"Turkey"
"2712",2,3.14285714285714,15,3,2.83333333333333,4,2.8,40,20,24,2,1,"Turkey"
"2713",3.83333333333333,2.42857142857143,10,3.33333333333333,3,4.33333333333333,3.4,21,61,29,1,3,"Turkey"
"2714",3.16666666666667,1.42857142857143,3,1.66666666666667,2.83333333333333,3,3.6,50,60,38,2,2,"Turkey"
"2715",3.5,1.28571428571429,2,2.5,3.83333333333333,2.66666666666667,3.4,69,32,39,1,3,"Turkey"
"2716",3.83333333333333,2.28571428571429,9,3.83333333333333,4.66666666666667,5,4,50,0,44,1,3,"Turkey"
"2717",4,1.71428571428571,5,2.83333333333333,3.5,3,4.4,60,90,39,1,2,"Turkey"
"2718",4,2.57142857142857,11,3.16666666666667,3.66666666666667,1.66666666666667,4.4,20,51,43,2,2,"Turkey"
"2719",3.5,2,7,2.16666666666667,3.33333333333333,3.66666666666667,3.4,53,51,39,2,3,"Turkey"
"2720",3.5,1.42857142857143,3,1.66666666666667,3.83333333333333,2.66666666666667,5.2,41,51,28,1,2,"Turkey"
"2721",3.83333333333333,2.14285714285714,8,2.83333333333333,4.33333333333333,3.33333333333333,3.4,10,100,36,3,3,"Turkey"
"2722",3.83333333333333,1,0,1.83333333333333,2.16666666666667,3,5.6,10,30,28,2,2,"Turkey"
"2723",4,2.71428571428571,12,3.66666666666667,3.66666666666667,3.66666666666667,3,100,0,21,1,1,"Turkey"
"2724",4,3.57142857142857,18,3.66666666666667,3.66666666666667,4.66666666666667,2.6,30,50,19,1,1,"Turkey"
"2725",2.66666666666667,2.28571428571429,9,3,4.66666666666667,3.33333333333333,3.6,51,34,32,2,3,"Turkey"
"2726",3.16666666666667,2.14285714285714,8,3.66666666666667,3.66666666666667,3.33333333333333,2.8,80,60,35,2,2,"Turkey"
"2727",3.33333333333333,1.14285714285714,1,2.5,3.83333333333333,4,5,79,40,35,2,3,"Turkey"
"2728",4,1.42857142857143,3,3.33333333333333,4,3.33333333333333,4.8,15,85,24,2,3,"Turkey"
"2729",2.83333333333333,3.57142857142857,18,3.83333333333333,3.16666666666667,5,3.8,7,0,42,1,1,"Turkey"
"2730",3.16666666666667,2.28571428571429,9,2.83333333333333,3.33333333333333,3.66666666666667,2.6,71,25,39,1,3,"Turkey"
"2731",2.16666666666667,1.85714285714286,6,2.5,2.66666666666667,3.33333333333333,3.8,33,68,20,2,1,"Turkey"
"2732",4,1.85714285714286,6,3,3.66666666666667,3.66666666666667,4.6,75,70,29,1,2,"Turkey"
"2733",3.83333333333333,2.14285714285714,8,3.5,3.83333333333333,4,2.4,60,75,37,1,3,"Turkey"
"2734",4,3.57142857142857,18,3.5,4,5,3.6,50,0,19,2,1,"Turkey"
"2735",3.66666666666667,2.85714285714286,13,3.66666666666667,2.66666666666667,4.33333333333333,2.6,74,37,21,1,1,"Turkey"
"2736",4,1.42857142857143,3,2.83333333333333,4.16666666666667,2,4.8,50,80,34,1,2,"Turkey"
"2737",2.5,1.85714285714286,6,2.66666666666667,2.5,3.66666666666667,3.8,60,1,20,1,1,"Turkey"
"2738",3.33333333333333,1.57142857142857,4,2.16666666666667,2.83333333333333,3.33333333333333,4.4,10,70,19,2,1,"Turkey"
"2739",4,2.57142857142857,11,3,3.66666666666667,4,3.2,56,88,41,1,2,"Turkey"
"2740",3.5,3.14285714285714,15,3.33333333333333,3,3.66666666666667,3.2,100,10,35,1,3,"Turkey"
"2741",3.5,3.14285714285714,15,3.83333333333333,4.33333333333333,5,2.8,50,75,21,1,3,"Turkey"
"2742",2.83333333333333,1.42857142857143,3,1.83333333333333,3,2,3.8,77,51,33,1,3,"Turkey"
"2743",3.5,1.57142857142857,4,3.33333333333333,4.33333333333333,2.33333333333333,3.6,96,20,53,2,3,"Turkey"
"2744",3.83333333333333,2.85714285714286,13,2.83333333333333,3.66666666666667,2.66666666666667,4,51,50,19,1,1,"Turkey"
"2745",1.33333333333333,2.85714285714286,13,2.33333333333333,4.33333333333333,4.33333333333333,2.8,32,70,23,2,1,"Turkey"
"2746",4,3.42857142857143,17,3.66666666666667,3.16666666666667,4,2.8,50,0,29,1,3,"Turkey"
"2747",2.66666666666667,1.42857142857143,3,3,2.33333333333333,4,4.2,100,3,40,2,3,"Turkey"
"2748",3.16666666666667,2.42857142857143,10,4,2.83333333333333,4.33333333333333,4,50,40,48,2,3,"Turkey"
"2749",2.16666666666667,1.14285714285714,1,1.16666666666667,2.66666666666667,2.66666666666667,4.8,1,1,34,2,1,"Turkey"
"2750",2.5,1.14285714285714,1,1.66666666666667,3.33333333333333,3.66666666666667,4,30,70,27,2,3,"Turkey"
"2751",3.66666666666667,2,7,3.33333333333333,3.5,4.33333333333333,3,20,55,19,1,1,"Turkey"
"2752",3.33333333333333,1.57142857142857,4,3,3.66666666666667,3,3.4,65,70,25,1,3,"Turkey"
"2753",3.66666666666667,1.28571428571429,2,1.66666666666667,1.5,3.66666666666667,4.4,50,17,52,2,3,"Turkey"
"2754",3.66666666666667,1.14285714285714,1,2.5,3.66666666666667,2,4.4,60,0,24,2,1,"Turkey"
"2755",4,2.42857142857143,10,2.83333333333333,4.16666666666667,4,3,25,30,20,2,1,"Turkey"
"2756",3,2,7,2.33333333333333,1.66666666666667,2.66666666666667,3.8,40,25,21,1,1,"Turkey"
"2757",2.66666666666667,2.28571428571429,9,2.5,2,3.33333333333333,2.4,50,0,22,1,3,"Turkey"
"2758",1.5,2.71428571428571,12,3.83333333333333,2.83333333333333,3.66666666666667,3.4,70,40,22,1,1,"Turkey"
"2759",4,2,7,2.5,3.66666666666667,4.66666666666667,4.6,1,0,31,1,3,"Turkey"
"2760",3,1.85714285714286,6,2.16666666666667,3.33333333333333,3.33333333333333,2.4,50,1,25,1,3,"Turkey"
"2761",3.5,1.57142857142857,4,3.33333333333333,3.83333333333333,4.66666666666667,3.8,83,37,44,1,3,"Turkey"
"2762",4,2.42857142857143,10,3.5,4.83333333333333,5,2.8,100,26,31,2,3,"Turkey"
"2763",3.83333333333333,2.42857142857143,10,3.66666666666667,2.66666666666667,4,3.2,33,54,40,1,3,"Turkey"
"2764",2.66666666666667,1.28571428571429,2,2.66666666666667,3.5,3,3.4,79,41,43,2,2,"Turkey"
"2765",3.83333333333333,3.28571428571429,16,3.16666666666667,3.33333333333333,5,3,84,45,20,1,3,"Turkey"
"2766",3.5,1.85714285714286,6,2,2.5,3,2.2,40,90,24,1,3,"Turkey"
"2767",3.66666666666667,1.14285714285714,1,2.5,3.5,3.33333333333333,4.2,50,83,81,1,3,"Turkey"
"2768",3.66666666666667,1.71428571428571,5,3.66666666666667,3.66666666666667,4,3.4,35,30,21,2,1,"Turkey"
"2769",3.66666666666667,2.57142857142857,11,2.66666666666667,3.16666666666667,3.66666666666667,3.4,53,80,28,1,3,"Turkey"
"2770",4,2.28571428571429,9,2,4.33333333333333,2.33333333333333,4.2,50,43,42,1,3,"Turkey"
"2771",3.66666666666667,2,7,2.66666666666667,2.66666666666667,4.66666666666667,2.6,70,70,27,1,3,"Turkey"
"2772",3.33333333333333,3,14,3.33333333333333,3,4.66666666666667,2,70,0,23,1,1,"Turkey"
"2773",3.5,1,0,2.33333333333333,3,2,2.6,51,51,42,1,3,"Turkey"
"2774",2.33333333333333,1.71428571428571,5,2.66666666666667,2.66666666666667,3.66666666666667,3.2,45,60,31,1,2,"Turkey"
"2775",4,1.85714285714286,6,2.83333333333333,4.83333333333333,4,3.8,17,73,31,2,3,"Turkey"
"2776",2.83333333333333,1.57142857142857,4,2.83333333333333,3.66666666666667,3.33333333333333,3.6,50,100,42,1,3,"Turkey"
"2777",3.33333333333333,2,7,2.66666666666667,2.83333333333333,4,3.2,48,51,40,1,2,"Turkey"
"2778",2.66666666666667,1.71428571428571,5,3.33333333333333,3.83333333333333,4.33333333333333,3,5,50,18,1,1,"Turkey"
"2779",3.83333333333333,2.42857142857143,10,2.66666666666667,3.83333333333333,4.33333333333333,3,41,50,21,2,1,"Turkey"
"2780",3.66666666666667,3.14285714285714,15,4,2.83333333333333,4,4.4,70,59,25,1,3,"Turkey"
"2781",3.66666666666667,2.14285714285714,8,3,4.5,4,3.6,80,70,45,1,2,"Turkey"
"2782",2,1,0,1,4.5,1,4.4,49.8004646360351,50,39,2,3,"Turkey"
"2783",1.83333333333333,2.28571428571429,9,2.66666666666667,2.83333333333333,3.33333333333333,4,30,35,21,2,1,"Turkey"
"2784",3.83333333333333,1.85714285714286,6,3.5,2.83333333333333,3.66666666666667,4.2,81,100,25,1,3,"Turkey"
"2785",4,2.85714285714286,13,3.33333333333333,2.83333333333333,3.33333333333333,3.6,50,50,23,1,1,"Turkey"
"2786",3.66666666666667,2.85714285714286,13,2.66666666666667,4.16666666666667,4.33333333333333,2.8,43,0,21,1,3,"Turkey"
"2787",4,2.71428571428571,12,3.83333333333333,4.33333333333333,3,2,40,70,22,1,1,"Turkey"
"2788",4,3.14285714285714,15,3.33333333333333,3.66666666666667,4,3,100,90,40,1,3,"Turkey"
"2789",4,1.71428571428571,5,2,3.5,3.33333333333333,5.2,60,30,27,1,3,"Turkey"
"2790",3.83333333333333,1.85714285714286,6,2,3.83333333333333,4,2,70,25,47,2,2,"Turkey"
"2791",3.33333333333333,1.28571428571429,2,3,2.33333333333333,3,3.6,17,55,23,2,3,"Turkey"
"2792",3.33333333333333,3.28571428571429,16,3.16666666666667,3.83333333333333,3.66666666666667,3,15,30,21,1,1,"Turkey"
"2793",3.33333333333333,3.28571428571429,16,3.16666666666667,3.33333333333333,4,2.8,0,0,29,2,3,"Turkey"
"2794",3.66666666666667,2.71428571428571,12,2.66666666666667,2.66666666666667,4,3.8,75,12,46,2,3,"Turkey"
"2795",4,2.71428571428571,12,2.83333333333333,3,4.66666666666667,2.4,50,0,24,2,1,"Turkey"
"2796",3.5,1.85714285714286,6,2.66666666666667,3.66666666666667,3,2,10,66,19,1,1,"Turkey"
"2797",1.83333333333333,2.71428571428571,12,3.83333333333333,4.5,3.33333333333333,2.6,50,70,20,1,1,"Turkey"
"2798",3.66666666666667,1.85714285714286,6,3.16666666666667,3.33333333333333,3.33333333333333,3.8,50,50,19,1,1,"Turkey"
"2799",3.83333333333333,1.28571428571429,2,2.5,4,3.33333333333333,3,60,30,26,2,3,"Turkey"
"2800",4,1.57142857142857,4,3.33333333333333,3.5,3,1.2,50,100,32,2,2,"Turkey"
"2801",2.33333333333333,2.28571428571429,9,2.5,2.16666666666667,3,3.2,19,59,24,1,1,"Turkey"
"2802",4,1.57142857142857,4,3.5,4.66666666666667,3.33333333333333,3,100,50,57,1,3,"Turkey"
"2803",3.33333333333333,2,7,4,3.66666666666667,4.33333333333333,2.6,66,21,24,1,3,"Turkey"
"2804",3.33333333333333,1.71428571428571,5,1.83333333333333,3.5,2.33333333333333,3.4,11,68,21,2,1,"Turkey"
"2805",3.5,1.85714285714286,6,3,3.33333333333333,3.33333333333333,3.6,91,13,40,1,3,"Turkey"
"2806",3.5,1.57142857142857,4,3.33333333333333,3.5,3,4.8,42,29,40,1,3,"Turkey"
"2807",3.5,1.57142857142857,4,3.33333333333333,4.33333333333333,3,4,0,0,43,2,3,"Turkey"
"2808",3.16666666666667,2.85714285714286,13,3.16666666666667,3.5,4.66666666666667,3,55,87,20,1,1,"Turkey"
"2809",4,2,7,3.33333333333333,4,4.33333333333333,3.4,48,78,31,1,2,"Turkey"
"2810",2.66666666666667,2.14285714285714,8,3.5,3.33333333333333,2.66666666666667,4.8,60,26,27,2,3,"Turkey"
"2811",2.66666666666667,3.71428571428571,19,3.83333333333333,3.33333333333333,4.66666666666667,2.2,69,55,20,1,1,"Turkey"
"2812",4,3.28571428571429,16,3.5,3.66666666666667,4,3.6,30,3,27,2,3,"Turkey"
"2813",3,1.57142857142857,4,2,3.66666666666667,2.66666666666667,3.6,40,80,20,1,1,"Turkey"
"2814",4,1.85714285714286,6,2.66666666666667,3,3,4,36,50,36,2,2,"Turkey"
"2815",4,2,7,2.5,3.66666666666667,3,3.6,49.8004646360351,70,48,2,3,"Turkey"
"2816",4,1.71428571428571,5,3.33333333333333,4,4,3.8,100,0,34,1,3,"Turkey"
"2817",3.33333333333333,1.14285714285714,1,3,3.16666666666667,4,4,50,29,29,1,3,"Turkey"
"2818",3.83333333333333,1.71428571428571,5,2.66666666666667,3.5,3,3.8,73,62,27,2,1,"Turkey"
"2819",3.66666666666667,2,7,2.5,3.5,2.33333333333333,5,29,47,45,2,3,"Turkey"
"2820",4,1.71428571428571,5,1.83333333333333,2.83333333333333,3.33333333333333,4.2,50,75,19,1,1,"Turkey"
"2821",3.83333333333333,1.42857142857143,3,2.83333333333333,4,2.66666666666667,3.6,49,100,21,2,1,"Turkey"
"2822",1.5,1.14285714285714,1,1.16666666666667,2.83333333333333,1.33333333333333,5.4,20,70,24,1,1,"Turkey"
"2823",3.83333333333333,2,7,2.83333333333333,2,2.33333333333333,4.4,15,10,28,2,3,"Turkey"
"2824",3.66666666666667,1.42857142857143,3,2.16666666666667,4.5,2.33333333333333,3,60,70,32,2,3,"Turkey"
"2825",4,3.14285714285714,15,4,3.33333333333333,4,3.8,61,76,36,1,3,"Turkey"
"2826",3.5,2.71428571428571,12,3.33333333333333,3.66666666666667,4,2.8,35,80,24,1,3,"Turkey"
"2827",3.83333333333333,2.57142857142857,11,2.5,2,4,2.6,0,0,20,2,1,"Turkey"
"2828",3.5,2.71428571428571,12,2.83333333333333,3.66666666666667,3.66666666666667,3.8,50,50,30,1,3,"Turkey"
"2829",3.83333333333333,3.57142857142857,18,3.5,2.83333333333333,5,4,35,30,23,1,1,"Turkey"
"2830",3.66666666666667,1.57142857142857,4,2.5,1.5,2.33333333333333,4.8,50,0,24,2,1,"Turkey"
"2831",3.83333333333333,2.85714285714286,13,3,2.83333333333333,3.66666666666667,3.8,0,0,26,1,1,"Turkey"
"2832",3.83333333333333,2.14285714285714,8,3.66666666666667,2.66666666666667,2.66666666666667,3.6,58,35,24,1,3,"Turkey"
"2833",4,2.57142857142857,11,2.66666666666667,3.16666666666667,4.66666666666667,2.4,20,50,22,1,3,"Turkey"
"2834",3.16666666666667,1.71428571428571,5,3.33333333333333,3,3.66666666666667,2.6,72,64,44,1,2,"Turkey"
"2835",3.83333333333333,3.14285714285714,15,3.66666666666667,3.16666666666667,4.33333333333333,2.8,28,5,57,2,2,"Turkey"
"2836",3.83333333333333,2,7,2.83333333333333,2.83333333333333,3,4,50,40,41,2,3,"Turkey"
"2837",3.83333333333333,1.14285714285714,1,1.83333333333333,2.33333333333333,1,5.2,19,61,58,1,3,"Turkey"
"2838",3,2,7,2,4,4,4.4,100,80,34,2,3,"Turkey"
"2839",3.83333333333333,3.42857142857143,17,3.5,2.83333333333333,4,2.4,88,57,37,2,3,"Turkey"
"2840",3.83333333333333,2.14285714285714,8,1.83333333333333,2.83333333333333,3,4.4,15,50,20,1,1,"Turkey"
"2841",3.33333333333333,2.28571428571429,9,3,3.5,3.33333333333333,3.2,80,58,27,1,3,"Turkey"
"2842",2,2.42857142857143,10,3,3.16666666666667,4,2.2,55,15,23,2,1,"Turkey"
"2843",3.83333333333333,1.71428571428571,5,3.33333333333333,3,3.33333333333333,2.6,49,70,38,1,3,"Turkey"
"2844",3,2,7,3.33333333333333,3.16666666666667,3.33333333333333,3.8,16,80,20,2,1,"Turkey"
"2845",4,2,7,2.5,2.66666666666667,3.33333333333333,3.2,38,76,54,2,3,"Turkey"
"2846",3.5,1.42857142857143,3,2,3.66666666666667,3,3.4,70,56,28,2,3,"Turkey"
"2847",3.5,1.71428571428571,5,2.83333333333333,3.16666666666667,2,3.4,70,10,21,2,3,"Turkey"
"2848",2.83333333333333,3.71428571428571,19,2.83333333333333,4.5,3.33333333333333,3.2,50,50,22,1,1,"Turkey"
"2849",3.5,2.57142857142857,11,3.16666666666667,3.5,4.33333333333333,3.4,40,75,29,1,2,"Turkey"
"2850",3,2,7,3.16666666666667,4,3.33333333333333,3.8,49,76,29,1,2,"Turkey"
"2851",3.83333333333333,1.42857142857143,3,2.5,3.33333333333333,3.33333333333333,3.8,25,70,23,1,3,"Turkey"
"2852",3,1.57142857142857,4,1.83333333333333,4.16666666666667,1.66666666666667,4.4,20,50,29,2,2,"Turkey"
"2853",3.83333333333333,1.57142857142857,4,2.33333333333333,4,3.33333333333333,4,20,90,19,1,1,"Turkey"
