"","RAB.mean","GAD.mean","GAD.Total.Adj","CRA.mean","FOC.mean","IUS.mean","MAAS.mean","RiskPerception","FinancialSatisfaction","age","sex","edu","Country"
"877",3.83333333333333,1.57142857142857,4,2.5,3.66666666666667,3,4.8,80,80,24,1,3,"Turkey"
"878",3.16666666666667,1.71428571428571,5,1.5,3.83333333333333,4,2.8,71,70,46,2,3,"Turkey"
"879",3.16666666666667,3.57142857142857,18,3.16666666666667,4.33333333333333,5,2.4,44,29,20,1,3,"Turkey"
"880",3,2.28571428571429,9,3.16666666666667,4,2,4.2,91,70,33,2,2,"Turkey"
"881",3.66666666666667,1.71428571428571,5,2,3.16666666666667,3.33333333333333,5.2,10,60,26,2,3,"Turkey"
"882",3.66666666666667,1.42857142857143,3,3.33333333333333,3.66666666666667,2.66666666666667,3.6,70,25,27,1,3,"Turkey"
"883",3.83333333333333,2.28571428571429,9,3.66666666666667,2.83333333333333,4,2.2,100,40,24,1,3,"Turkey"
"884",3.33333333333333,4,21,3.83333333333333,4,4.33333333333333,1.8,80,20,25,1,3,"Turkey"
"885",3.66666666666667,2.57142857142857,11,3.5,3,4.66666666666667,1.8,50,67,23,1,3,"Turkey"
"886",3.5,2.14285714285714,8,3.33333333333333,4.5,4.66666666666667,3.8,20,80,19,1,1,"Turkey"
"887",3.83333333333333,1.85714285714286,6,3.5,3.16666666666667,4,2.2,0,30,25,1,3,"Turkey"
"888",4,1.28571428571429,2,2.33333333333333,2.83333333333333,2,5,20,40,22,2,1,"Turkey"
"889",3.5,1,0,2.16666666666667,3.33333333333333,1.66666666666667,5.8,5,80,35,2,2,"Turkey"
"890",3.33333333333333,3.42857142857143,17,3.16666666666667,3.66666666666667,4.66666666666667,3.4,90,0,19,2,1,"Turkey"
"891",3.83333333333333,2.57142857142857,11,3,3.33333333333333,4.33333333333333,3.2,30,55,25,1,3,"Turkey"
"892",3.16666666666667,1.85714285714286,6,2.16666666666667,4.5,3,4.4,16,93,22,2,1,"Turkey"
"893",3.83333333333333,1,0,1.33333333333333,4.33333333333333,1,6,50,70,23,2,3,"Turkey"
"894",3.66666666666667,1.85714285714286,6,2.83333333333333,4,4.33333333333333,3.8,50,80,19,2,1,"Turkey"
"895",3.83333333333333,3.42857142857143,17,1.83333333333333,4.33333333333333,3,2.6,50,66,19,2,1,"Turkey"
"896",2.33333333333333,2.28571428571429,9,3,3.83333333333333,4.33333333333333,4,80,100,30,1,2,"Turkey"
"897",1,1.85714285714286,6,2.83333333333333,1.66666666666667,2,2.8,50,60,30,2,3,"Turkey"
"898",3.83333333333333,1.57142857142857,4,3.83333333333333,3.5,3,4.4,35,11,25,2,3,"Turkey"
"899",4,2.42857142857143,10,2.83333333333333,3,3,2.8,51,40,20,1,3,"Turkey"
"900",3.83333333333333,3.28571428571429,16,3.5,2.83333333333333,4.33333333333333,2.6,31,50,36,1,1,"Turkey"
"901",3.83333333333333,1.57142857142857,4,3.16666666666667,3.83333333333333,3,4.2,50,50,25,1,3,"Turkey"
"902",3.5,3.57142857142857,18,4,3.83333333333333,4,1.6,50,19,23,1,3,"Turkey"
"903",3.66666666666667,1.85714285714286,6,2.66666666666667,3.83333333333333,3.33333333333333,3.8,67,81,28,2,3,"Turkey"
"904",2.5,2.71428571428571,12,2.66666666666667,3.33333333333333,3.66666666666667,3.4,25,63,21,1,1,"Turkey"
"905",3,2,7,2.5,4,4,2.8,34,78,36,2,2,"Turkey"
"906",3,2,7,2.5,3,3.66666666666667,3.6,75,0,32,2,3,"Turkey"
"907",3.5,2.42857142857143,10,2,3.5,4,3.4,60,85,23,1,3,"Turkey"
"908",1.66666666666667,2,7,3,3.5,3.33333333333333,4.4,50,0,33,2,3,"Turkey"
"909",3.5,2.57142857142857,11,1.83333333333333,4.33333333333333,4.33333333333333,4,92,51,20,1,1,"Turkey"
"910",3.5,2.42857142857143,10,3.33333333333333,3.33333333333333,4,2.6,60,55,40,1,2,"Turkey"
"911",3.5,1,0,2.83333333333333,3.33333333333333,3,3.8,100,88,44,2,3,"Turkey"
"912",2.83333333333333,1.14285714285714,1,1.83333333333333,2.66666666666667,2,3.2,50,50,21,2,1,"Turkey"
"913",3.5,1.85714285714286,6,3.66666666666667,3.5,3,3.8,55,32,32,2,3,"Turkey"
"914",3.16666666666667,2,7,3,3.66666666666667,4,3.6,65,70,25,1,3,"Turkey"
"915",4,2.42857142857143,10,3.83333333333333,2.83333333333333,2.66666666666667,5.4,50,4,21,1,1,"Turkey"
"916",4,3.85714285714286,20,3.66666666666667,3.16666666666667,3.66666666666667,2.6,50,40,22,1,1,"Turkey"
"917",4,2,7,2.5,2.83333333333333,4,2.2,0,100,22,1,1,"Turkey"
"918",3.16666666666667,1.57142857142857,4,3.16666666666667,3.83333333333333,4.66666666666667,4.2,30,0,25,2,1,"Turkey"
"919",3.66666666666667,2.28571428571429,9,3,3,2.33333333333333,3.4,10,50,21,1,1,"Turkey"
"920",3.33333333333333,1,0,1.33333333333333,1,1.66666666666667,4.2,100,30,35,2,3,"Turkey"
"921",3.66666666666667,3,14,3.16666666666667,4.33333333333333,4.66666666666667,4,100,20,29,2,3,"Turkey"
"922",4,2.57142857142857,11,4,2.83333333333333,5,2.4,50,0,38,1,3,"Turkey"
"923",3.16666666666667,1.71428571428571,5,2.16666666666667,2.33333333333333,1.66666666666667,5.4,4,30,26,1,3,"Turkey"
"924",3.16666666666667,3.57142857142857,18,3.83333333333333,3.5,4.33333333333333,2.2,80,95,24,1,3,"Turkey"
"925",3.16666666666667,2.14285714285714,8,3.5,3.83333333333333,3,4,90,75,24,2,1,"Turkey"
"926",2,2.71428571428571,12,2.5,3.16666666666667,2.66666666666667,3,50,75,45,2,3,"Turkey"
"927",4,2.14285714285714,8,2.33333333333333,3.33333333333333,3.33333333333333,3.8,13,100,22,1,3,"Turkey"
"928",4,3.28571428571429,16,3.83333333333333,3.66666666666667,4.33333333333333,3.4,80,23,26,1,3,"Turkey"
"929",3.83333333333333,3.57142857142857,18,3.5,2,4.66666666666667,3.4,62,0,27,1,3,"Turkey"
"930",3.33333333333333,2,7,2.5,2.5,3,2.8,18,40,39,2,3,"Turkey"
"931",3.5,1.57142857142857,4,3.16666666666667,2.83333333333333,3.66666666666667,4.8,50,76,33,1,2,"Turkey"
"932",4,4,21,4,2.5,5,2.2,90,0,34,2,3,"Turkey"
"933",3.33333333333333,2,7,3.16666666666667,3,3.33333333333333,3.2,70,50,30,1,3,"Turkey"
"934",3.83333333333333,1.42857142857143,3,3.16666666666667,3.5,2.33333333333333,3.8,40,0,25,2,3,"Turkey"
"935",4,3.14285714285714,15,4,4.33333333333333,4.33333333333333,3.2,20,10,25,1,3,"Turkey"
"936",3.5,1.57142857142857,4,2.5,3.5,3.66666666666667,4,15,55,21,1,1,"Turkey"
"937",3.5,1.71428571428571,5,2.66666666666667,2.33333333333333,4,4.6,49.8004646360351,28,45,1,3,"Turkey"
"938",4,2,7,3.16666666666667,4,4.33333333333333,2.4,10,0,54,2,1,"Turkey"
"939",4,2.14285714285714,8,3.33333333333333,3.33333333333333,3.33333333333333,3.6,50,75,29,2,2,"Turkey"
"940",3.5,2.42857142857143,10,3.83333333333333,3.16666666666667,4.66666666666667,3,50,65,22,1,1,"Turkey"
"941",3.66666666666667,3,14,3.83333333333333,2,4.33333333333333,4.2,50,70,30,2,3,"Turkey"
"942",4,3.71428571428571,19,3.83333333333333,3.83333333333333,3.33333333333333,1.8,100,0,33,1,3,"Turkey"
"943",2.66666666666667,3.71428571428571,19,3.83333333333333,3,4.66666666666667,2.6,70,50,20,2,1,"Turkey"
"944",3.66666666666667,2.71428571428571,12,3.66666666666667,3.5,4.33333333333333,3.8,30,30,18,1,1,"Turkey"
"945",3.5,2.14285714285714,8,3.33333333333333,3.83333333333333,2.66666666666667,4.2,65,85,21,1,1,"Turkey"
"946",2.16666666666667,1.71428571428571,5,2,2.66666666666667,3,4,50,100,21,2,1,"Turkey"
"947",4,2.28571428571429,9,3.5,2.83333333333333,3,2.2,32,17,21,1,1,"Turkey"
"948",3,2.57142857142857,11,3.5,3.33333333333333,3,3.6,51,28,19,1,1,"Turkey"
"949",2.83333333333333,2.14285714285714,8,3.16666666666667,2.33333333333333,3,3,25,0,45,2,1,"Turkey"
"950",3.33333333333333,1.57142857142857,4,2,3.66666666666667,3.33333333333333,3.2,30,71,32,1,2,"Turkey"
"951",4,2.14285714285714,8,3.33333333333333,4,2,4.2,0,10,20,2,1,"Turkey"
"952",3.5,1.85714285714286,6,2.66666666666667,3,2.66666666666667,3.2,15,96,24,1,3,"Turkey"
"953",4,3.28571428571429,16,3.33333333333333,4.5,3.33333333333333,4,50,70,24,1,3,"Turkey"
"954",3.16666666666667,1.71428571428571,5,1.83333333333333,3,2.33333333333333,5.4,20,40,64,2,1,"Turkey"
"955",3.16666666666667,2.42857142857143,10,3.5,3.33333333333333,3.66666666666667,3.2,50,64,20,1,1,"Turkey"
"956",2.16666666666667,1.85714285714286,6,2.66666666666667,3.33333333333333,3,4.4,73,60,32,2,1,"Turkey"
"957",4,1.14285714285714,1,2.5,4.33333333333333,3,4,50,100,35,2,2,"Turkey"
"958",4,2.14285714285714,8,3.16666666666667,3.83333333333333,4.66666666666667,3,83,65,39,1,3,"Turkey"
"959",3.66666666666667,3.71428571428571,19,3.16666666666667,3,5,1.2,5,4,22,1,1,"Turkey"
"960",2.83333333333333,2.14285714285714,8,2.5,3.16666666666667,3,4.2,88,50,27,2,3,"Turkey"
"961",2.83333333333333,2.71428571428571,12,3.5,3.66666666666667,4,2.8,33,66,20,1,1,"Turkey"
"962",3.5,2,7,3.66666666666667,2.33333333333333,2.66666666666667,4.6,50,45,37,1,3,"Turkey"
"963",2.66666666666667,1.42857142857143,3,3.33333333333333,3.33333333333333,3.66666666666667,4.2,30,80,25,2,3,"Turkey"
"964",3.66666666666667,1.71428571428571,5,2,2.16666666666667,4.33333333333333,4.4,50,80,37,2,3,"Turkey"
"965",2.66666666666667,1.57142857142857,4,2.5,2.66666666666667,2.66666666666667,4.8,60,60,30,1,2,"Turkey"
"966",3.33333333333333,3.42857142857143,17,3.66666666666667,4.16666666666667,4.33333333333333,2.4,70,50,25,1,2,"Turkey"
"967",3.83333333333333,1.71428571428571,5,2.5,2.83333333333333,1.66666666666667,4,60,60,44,1,2,"Turkey"
"968",3.66666666666667,1.57142857142857,4,3.33333333333333,3.83333333333333,4,3,20,22,19,1,1,"Turkey"
"969",4,2.85714285714286,13,3.33333333333333,2.66666666666667,3.66666666666667,2.4,51,12,23,2,1,"Turkey"
"970",4,3.42857142857143,17,3.5,4.5,4,2.6,50,36,36,1,2,"Turkey"
"971",3.16666666666667,1.14285714285714,1,3,3.83333333333333,3.66666666666667,4.6,42,30,50,2,3,"Turkey"
"972",3.66666666666667,2,7,3.16666666666667,2.33333333333333,4.33333333333333,2.4,79,41,37,1,3,"Turkey"
"973",3.33333333333333,3.57142857142857,18,2.5,2.83333333333333,3,3.4,70,80,23,1,3,"Turkey"
"974",4,3.42857142857143,17,4,3.66666666666667,4.33333333333333,2.6,50,60,23,1,3,"Turkey"
"975",2.5,1,0,1.66666666666667,3.33333333333333,2.33333333333333,3.8,0,10,24,2,3,"Turkey"
"976",2.5,2.42857142857143,10,3.16666666666667,3.33333333333333,3.33333333333333,2.8,22,3,27,2,3,"Turkey"
"977",3.83333333333333,2.42857142857143,10,2.83333333333333,2.66666666666667,4.33333333333333,3.2,66,16,39,1,2,"Turkey"
"978",3.83333333333333,1.28571428571429,2,3.16666666666667,3.33333333333333,4,3.2,50,70,28,1,2,"Turkey"
"979",3.33333333333333,1.42857142857143,3,2.5,3.66666666666667,3.33333333333333,3.4,20,17,25,1,3,"Turkey"
"980",3.83333333333333,2.57142857142857,11,3.33333333333333,3.66666666666667,4.33333333333333,2.8,68,40,25,1,3,"Turkey"
"981",3.66666666666667,2.28571428571429,9,3.5,3.16666666666667,5,4.2,90,90,25,1,3,"Turkey"
"982",4,1.42857142857143,3,2,3.33333333333333,2.33333333333333,3.8,10,50,23,2,3,"Turkey"
"983",3.66666666666667,3.28571428571429,16,3.83333333333333,3.83333333333333,4.33333333333333,2.8,49,15,47,1,1,"Turkey"
"984",2,3.14285714285714,15,2.83333333333333,3,4.66666666666667,2.4,10,37,22,2,1,"Turkey"
"985",3.66666666666667,2.14285714285714,8,3.5,4.33333333333333,3.33333333333333,3.2,80,90,29,2,2,"Turkey"
"986",3.33333333333333,2,7,3.33333333333333,3,3.33333333333333,3.2,35,40,21,1,1,"Turkey"
"987",3.66666666666667,1.71428571428571,5,2.16666666666667,3.33333333333333,2.33333333333333,5.2,50,80,22,1,3,"Turkey"
"988",3.83333333333333,2.71428571428571,12,3.16666666666667,3.5,3,2.4,50,45,21,1,1,"Turkey"
"989",2.5,2,7,2.5,4.16666666666667,2.33333333333333,4.4,90,70,35,2,2,"Turkey"
"990",3.5,1.42857142857143,3,2.33333333333333,3.66666666666667,4.33333333333333,4.2,20,48,20,1,1,"Turkey"
"991",4,1.57142857142857,4,2.33333333333333,4.5,3,3.4,36,82,24,1,1,"Turkey"
"992",3.16666666666667,2.71428571428571,12,3.33333333333333,3.83333333333333,4.66666666666667,4,65,40,19,1,1,"Turkey"
"993",3.5,2.14285714285714,8,2.66666666666667,3.83333333333333,3,4,71,68,41,3,3,"Turkey"
"994",4,1.57142857142857,4,3.83333333333333,2.66666666666667,2.66666666666667,5.4,50,38,24,1,1,"Turkey"
"995",2.5,2.42857142857143,10,3.83333333333333,3.66666666666667,3.66666666666667,3.8,80,31,21,1,1,"Turkey"
"996",3.83333333333333,1.71428571428571,5,1,3,1.33333333333333,4.8,75,70,18,2,1,"Turkey"
"997",3.16666666666667,2.14285714285714,8,3.33333333333333,3.66666666666667,2.33333333333333,3.4,50,100,21,1,1,"Turkey"
"998",4,2.28571428571429,9,3.16666666666667,3.16666666666667,4.33333333333333,3.8,65,60,36,1,2,"Turkey"
"999",1,3.28571428571429,16,3,3.66666666666667,5,2.6,7,0,22,1,3,"Turkey"
"1000",4,3.85714285714286,20,4,3.16666666666667,4.33333333333333,2.6,70,33,33,2,3,"Turkey"
"1001",2.33333333333333,1.57142857142857,4,3.83333333333333,3.83333333333333,3.66666666666667,4.4,70,50,30,1,2,"Turkey"
"1002",3.33333333333333,1.85714285714286,6,3.33333333333333,4,3.33333333333333,3.2,50,10,27,2,3,"Turkey"
"1003",1.16666666666667,2.57142857142857,11,1.83333333333333,2.16666666666667,4,4.2,50,60,22,1,1,"Turkey"
"1004",3.5,2.14285714285714,8,3.5,2.66666666666667,4,3.4,64,14,33,2,2,"Turkey"
"1005",3.16666666666667,1.14285714285714,1,3.16666666666667,3.83333333333333,2.33333333333333,3.8,10,70,20,1,1,"Turkey"
"1006",2.83333333333333,2.57142857142857,11,2.5,3.16666666666667,4,2.8,75,65,37,2,3,"Turkey"
"1007",3.66666666666667,1.85714285714286,6,3.16666666666667,3.16666666666667,2.66666666666667,4.6,75,70,41,1,3,"Turkey"
"1008",2.66666666666667,1.42857142857143,3,2.16666666666667,3,2.66666666666667,4.2,100,55,28,2,3,"Turkey"
"1009",3.16666666666667,2.14285714285714,8,2.83333333333333,2.33333333333333,3.66666666666667,4.4,67,30,21,1,1,"Turkey"
"1010",3.33333333333333,2.14285714285714,8,2.83333333333333,3.33333333333333,4,3.4,2,0,23,2,1,"Turkey"
"1011",3.83333333333333,1.42857142857143,3,2.5,4,3,3.8,52,53,38,1,2,"Turkey"
"1012",2.83333333333333,1.71428571428571,5,2.5,3.16666666666667,5,2.8,30,75,20,2,1,"Turkey"
"1013",3.5,1.57142857142857,4,1.83333333333333,3,3,4.4,33,50,21,2,1,"Turkey"
"1014",3.66666666666667,2,7,3.66666666666667,2,3.66666666666667,3.6,50,37,22,1,1,"Turkey"
"1015",2.83333333333333,3.28571428571429,16,2.66666666666667,4.33333333333333,4.66666666666667,2.6,10,40,40,1,3,"Turkey"
"1016",3.83333333333333,3.14285714285714,15,2.5,2.33333333333333,3.33333333333333,3.4,30,10,22,2,1,"Turkey"
"1017",3.83333333333333,1.71428571428571,5,2.5,3.66666666666667,2.66666666666667,4.2,25,70,26,1,2,"Turkey"
"1018",2.16666666666667,1,0,2.5,2.33333333333333,3.33333333333333,4.4,85,90,27,1,3,"Turkey"
"1019",4,2.57142857142857,11,3.5,3.16666666666667,3.66666666666667,3,70,39,21,1,1,"Turkey"
"1020",3.66666666666667,2.28571428571429,9,3.66666666666667,3.33333333333333,4,4.8,70,30,28,2,3,"Turkey"
"1021",2.5,1.71428571428571,5,2.33333333333333,2.83333333333333,2.66666666666667,4,50,85,20,1,1,"Turkey"
"1022",3.83333333333333,2.71428571428571,12,2.66666666666667,4.33333333333333,4.33333333333333,3.2,25,50,26,1,3,"Turkey"
"1023",3.66666666666667,1.28571428571429,2,1.83333333333333,4.66666666666667,2.66666666666667,4,50,60,50,1,2,"Turkey"
"1024",3.5,2,7,2.83333333333333,4.16666666666667,4,3.4,84,36,48,1,3,"Turkey"
"1025",3.66666666666667,1.28571428571429,2,2.5,3.83333333333333,3,4.2,25,75,31,2,2,"Turkey"
"1026",3.66666666666667,4,21,3.66666666666667,4.33333333333333,4.66666666666667,5.6,25,52,50,1,3,"Turkey"
"1027",3.5,1.85714285714286,6,2,3.83333333333333,3.66666666666667,2.8,100,40,25,1,3,"Turkey"
"1028",2.83333333333333,2.28571428571429,9,3.5,2.83333333333333,3.33333333333333,2.4,62,25,29,1,2,"Turkey"
"1029",3.16666666666667,2.28571428571429,9,2.16666666666667,3.33333333333333,2,3.8,25,33,26,2,3,"Turkey"
"1030",4,1.42857142857143,3,2.83333333333333,3.66666666666667,2.66666666666667,4,50,65,29,1,3,"Turkey"
"1031",3.5,2.71428571428571,12,2.33333333333333,2.5,4.33333333333333,3.6,31,10,18,1,1,"Turkey"
"1032",3.83333333333333,1.71428571428571,5,1.5,3.16666666666667,2.33333333333333,3,100,53,35,1,3,"Turkey"
"1033",3.16666666666667,2.28571428571429,9,2.66666666666667,2.33333333333333,3.66666666666667,2.6,50,30,37,2,3,"Turkey"
"1034",3.5,1.42857142857143,3,2.66666666666667,2,3.33333333333333,3.8,90,15,24,1,1,"Turkey"
"1035",3.33333333333333,1,0,2.33333333333333,2.5,2.33333333333333,3.6,45,51,33,1,2,"Turkey"
"1036",4,2.57142857142857,11,3.16666666666667,2.33333333333333,3.33333333333333,4,20,35,19,1,1,"Turkey"
"1037",4,1.42857142857143,3,3,2.83333333333333,1.33333333333333,5,50,40,34,1,3,"Turkey"
"1038",3.33333333333333,1.57142857142857,4,3.16666666666667,3.33333333333333,4,3.6,90,50,39,2,3,"Turkey"
"1039",3.33333333333333,2.42857142857143,10,3.66666666666667,3.66666666666667,4,2.8,50,48,27,2,3,"Turkey"
"1040",3.66666666666667,1.14285714285714,1,2,3.5,3.66666666666667,4.4,9,18,23,1,1,"Turkey"
"1041",2.66666666666667,1.14285714285714,1,1.16666666666667,3.33333333333333,1.33333333333333,4,100,85,29,2,2,"Turkey"
"1042",3,1.71428571428571,5,2.16666666666667,2.16666666666667,2.33333333333333,3.2,50,50,35,1,3,"Turkey"
"1043",3.5,2.28571428571429,9,3.66666666666667,3.83333333333333,4,3,34,30,24,1,3,"Turkey"
"1044",4,2.28571428571429,9,3.66666666666667,3,3.66666666666667,3.2,72,75,30,1,3,"Turkey"
"1045",4,3.14285714285714,15,3.33333333333333,3,2.66666666666667,2.6,41,62,55,1,3,"Turkey"
"1046",3.83333333333333,2.71428571428571,12,2.83333333333333,3.83333333333333,5,3.4,20,95,22,1,1,"Turkey"
"1047",3.66666666666667,1.57142857142857,4,3.66666666666667,3.16666666666667,3.66666666666667,3,70,20,20,1,1,"Turkey"
"1048",4,2.42857142857143,10,2.66666666666667,4.33333333333333,4.33333333333333,4,100,81,40,1,2,"Turkey"
"1049",3.5,2.42857142857143,10,2.83333333333333,3.66666666666667,4,3.6,93,56,30,1,3,"Turkey"
"1050",3.83333333333333,1.57142857142857,4,2.66666666666667,3.33333333333333,3.33333333333333,4.4,1,20,25,1,3,"Turkey"
"1051",3.16666666666667,2.57142857142857,11,3.16666666666667,3,4,3.2,90,40,29,1,3,"Turkey"
"1052",3.16666666666667,1,0,2.33333333333333,3.66666666666667,2.66666666666667,4,30,80,44,2,3,"Turkey"
"1053",3,1.42857142857143,3,2.16666666666667,3.5,2.33333333333333,4.2,30,80,34,2,3,"Turkey"
"1054",3.66666666666667,2.42857142857143,10,3.33333333333333,2.5,4,4.2,50,30,29,2,3,"Turkey"
"1055",3.66666666666667,1.28571428571429,2,2.66666666666667,3.33333333333333,2.33333333333333,5.4,0,83,54,2,3,"Turkey"
"1056",2.66666666666667,1.42857142857143,3,1.33333333333333,2.5,1,2.8,0,0,21,2,3,"Turkey"
"1057",4,1.85714285714286,6,2.66666666666667,2.66666666666667,1.66666666666667,4.2,50,50,25,1,2,"Turkey"
"1058",3.83333333333333,1.71428571428571,5,3.33333333333333,3,1.66666666666667,4,50,75,51,1,3,"Turkey"
"1059",3.83333333333333,2.42857142857143,10,3.66666666666667,2.66666666666667,4,2.2,79,50,21,1,1,"Turkey"
"1060",3.66666666666667,1.71428571428571,5,2.5,3.33333333333333,2.66666666666667,4.4,59,51,46,2,3,"Turkey"
"1061",2.83333333333333,2,7,3.5,3.33333333333333,4,2.6,90,20,22,2,1,"Turkey"
"1062",4,2.71428571428571,12,3.83333333333333,3.83333333333333,4,2.8,30,40,23,1,3,"Turkey"
"1063",3.83333333333333,1.57142857142857,4,3.16666666666667,3.16666666666667,2.66666666666667,4.8,50,30,24,1,3,"Turkey"
"1064",3.33333333333333,2,7,3.33333333333333,3.5,2,5.2,70,66,25,1,3,"Turkey"
"1065",3.16666666666667,1,0,1.66666666666667,1.16666666666667,1,5,10,100,73,2,2,"Turkey"
"1066",3.33333333333333,2.71428571428571,12,3.33333333333333,3.33333333333333,4.33333333333333,3,50,30,24,1,3,"Turkey"
"1067",3.5,1.85714285714286,6,3.16666666666667,2.66666666666667,2.66666666666667,3,92,55,27,2,3,"Turkey"
"1068",3.83333333333333,2,7,3.66666666666667,1.66666666666667,4.66666666666667,3.2,39,33,25,1,2,"Turkey"
"1069",3.66666666666667,2.57142857142857,11,3,3,3.66666666666667,3,20,29,19,2,1,"Turkey"
"1070",4,1.28571428571429,2,3.16666666666667,3.83333333333333,3.66666666666667,4.2,32,50,20,2,1,"Turkey"
"1071",3.66666666666667,1.71428571428571,5,3.16666666666667,5,3.33333333333333,3,50,30,18,2,1,"Turkey"
"1072",3.5,2.85714285714286,13,2.83333333333333,4.16666666666667,3.33333333333333,3,10,90,18,2,1,"Turkey"
"1073",3.16666666666667,1.42857142857143,3,1.5,3.83333333333333,4.33333333333333,3.4,52,91,39,1,2,"Turkey"
"1074",3.16666666666667,1.71428571428571,5,1.5,2.66666666666667,2,3.8,20,100,49,2,2,"Turkey"
"1075",3.83333333333333,3,14,3.16666666666667,3.66666666666667,3.33333333333333,3,0,20,18,1,1,"Turkey"
"1076",3.66666666666667,1.57142857142857,4,2.16666666666667,3.66666666666667,2.66666666666667,3.8,40,50,30,1,3,"Turkey"
"1077",4,2.28571428571429,9,2.83333333333333,3.5,4.33333333333333,4.2,50,75,23,1,3,"Turkey"
"1078",4,1.71428571428571,5,3.33333333333333,2.83333333333333,4.33333333333333,3.6,50,25,43,1,3,"Turkey"
"1079",4,2.14285714285714,8,2.16666666666667,2.83333333333333,3.66666666666667,3,47,84,23,2,1,"Turkey"
"1080",2.33333333333333,1.85714285714286,6,2.66666666666667,2.5,3,3.4,32,44,23,1,1,"Turkey"
"1081",4,3.14285714285714,15,2.5,3,4,2.4,25,1,27,2,3,"Turkey"
"1082",3.66666666666667,1.42857142857143,3,2.83333333333333,3.83333333333333,2.33333333333333,4.8,50,50,27,2,3,"Turkey"
"1083",3.66666666666667,2.14285714285714,8,2.5,3.83333333333333,2.66666666666667,3.2,14,60,44,2,1,"Turkey"
"1084",3.83333333333333,1.71428571428571,5,2.83333333333333,3,3.66666666666667,3.8,30,30,24,2,3,"Turkey"
"1085",4,3,14,3.33333333333333,4,4.66666666666667,2.2,40,56,24,3,1,"Turkey"
"1086",4,2.57142857142857,11,4,3.16666666666667,4.66666666666667,2.4,86,0,24,1,1,"Turkey"
"1087",3.83333333333333,1.85714285714286,6,3.5,3.33333333333333,4.33333333333333,3,50,85,30,1,3,"Turkey"
"1088",3.83333333333333,3.14285714285714,15,4,3.5,4.33333333333333,2.2,100,0,30,1,3,"Turkey"
"1089",3.33333333333333,1.85714285714286,6,3.16666666666667,4,3.66666666666667,4.2,30,0,31,2,3,"Turkey"
"1090",3.66666666666667,2.14285714285714,8,2.16666666666667,2.5,2,3.2,20,35,21,2,3,"Turkey"
"1091",3.66666666666667,2.85714285714286,13,3.33333333333333,2.83333333333333,3,3.4,75,40,19,2,3,"Turkey"
"1092",2.5,1.28571428571429,2,2.66666666666667,4,3,3,11,40,19,2,1,"Turkey"
"1093",3.66666666666667,1.71428571428571,5,1.83333333333333,2.66666666666667,3,3.4,31,41,20,1,1,"Turkey"
"1094",2.33333333333333,2.42857142857143,10,2.83333333333333,4,3.66666666666667,3.6,50,31,29,2,3,"Turkey"
"1095",3.66666666666667,1.71428571428571,5,3.16666666666667,3.83333333333333,2.33333333333333,4.8,70,41,20,2,1,"Turkey"
"1096",2.83333333333333,1.57142857142857,4,2.66666666666667,4,4,3.8,40,40,52,2,3,"Turkey"
"1097",3.83333333333333,1.14285714285714,1,1.5,4.33333333333333,1,5.8,10,75,53,1,2,"Turkey"
"1098",2.83333333333333,1,0,1,3,1,6,49.8004646360351,1,42,2,1,"Turkey"
"1099",4,1,0,2.33333333333333,1.5,1.66666666666667,3.2,0,75,22,2,1,"Turkey"
"1100",3.83333333333333,1.28571428571429,2,2.5,3.33333333333333,2.66666666666667,5.8,51,15,53,2,1,"Turkey"
"1101",3.83333333333333,1.57142857142857,4,2.66666666666667,2.83333333333333,2.33333333333333,3.6,20,100,58,2,3,"Turkey"
"1102",3.16666666666667,1.71428571428571,5,3,2.16666666666667,2.33333333333333,3.4,10,40,22,2,1,"Turkey"
"1103",2.66666666666667,1.42857142857143,3,2.16666666666667,1.83333333333333,3.66666666666667,3.2,87,25,23,2,3,"Turkey"
"1104",3.83333333333333,2.71428571428571,12,3.16666666666667,4,3.33333333333333,3.4,50,33,25,3,1,"Turkey"
"1105",3.83333333333333,2,7,3.83333333333333,3,4.33333333333333,3.4,51,20,36,2,3,"Turkey"
"1106",3.66666666666667,3.28571428571429,16,3.33333333333333,2.66666666666667,4.66666666666667,2,75,75,22,1,3,"Turkey"
"1107",3.33333333333333,3.71428571428571,19,3.16666666666667,3.5,4.66666666666667,2.8,50,60,25,1,3,"Turkey"
"1108",3.83333333333333,3.57142857142857,18,3.66666666666667,3.33333333333333,4.66666666666667,2.6,15,0,20,1,1,"Turkey"
"1109",2.5,3.57142857142857,18,1.83333333333333,4.66666666666667,3.33333333333333,4.8,50,0,22,1,1,"Turkey"
"1110",3.66666666666667,2.85714285714286,13,3.16666666666667,3.83333333333333,4.33333333333333,2,90,34,23,1,3,"Turkey"
"1111",3.83333333333333,2.14285714285714,8,3.16666666666667,3.66666666666667,4.33333333333333,2.8,70,45,23,1,3,"Turkey"
"1112",3.5,2.85714285714286,13,3.5,4,3.66666666666667,3.6,75,40,34,2,3,"Turkey"
"1113",4,3.71428571428571,19,3.5,3.16666666666667,4,1.4,0,0,24,2,3,"Turkey"
"1114",4,2.57142857142857,11,3.66666666666667,3.5,4.33333333333333,3.4,53,68,40,1,2,"Turkey"
"1115",4,2,7,3,4,5,3.8,50,70,34,2,2,"Turkey"
"1116",3.5,2.14285714285714,8,3.16666666666667,4,3,3.8,70,70,19,1,1,"Turkey"
